names,timestamp,robbery,rashdriving,violence,kidnapping,murder,latitude,longitude
V K Krishna Gardenia bangalore,28-02-2020 22:00,0,0,1,0,0,12.8762164,77.596148
Puravankara Elita Promenade bangalore,01-03-2020 16:05,0,0,0,1,0,12.8763618,77.596148
Motzkin Park Terrace bangalore,04-03-2020 22:00,0,0,1,0,0,12.8763618,77.596148
JK Suchiraa Villas bangalore,01-03-2020 17:30,0,1,0,0,0,12.8763618,77.5962133
Chariot Windsor Castel bangalore,28-02-2020 19:05,0,0,1,0,0,12.8763618,77.5962133
Ozone Urbana Avenue bangalore,05-03-2020 15:40,0,1,0,0,0,12.8763746,77.5962133
Total Environment Pursuit of A Radical Rhapsody bangalore,03-03-2020 22:50,0,1,0,0,0,12.8763746,77.5963239
Whitestone Florenso bangalore,04-03-2020 14:30,0,1,0,0,0,12.8763746,77.5963239
Pride Enchanta Phase II bangalore,01-03-2020 15:25,0,1,0,0,0,12.8763746,77.5963239
Vaishnavi Nakshatra bangalore,05-03-2020 21:40,0,1,0,0,0,12.8763746,77.5963239
Rohan Akriti bangalore,28-02-2020 15:50,1,0,0,0,0,12.8763746,77.596732
Ittina Neela bangalore,01-03-2020 14:20,1,0,0,0,0,12.8763746,77.596732
DSR Waterscape bangalore,07-03-2020 19:05,0,1,0,0,0,12.8763746,77.596732
SKS Garden bangalore,04-03-2020 22:00,0,0,1,0,0,12.876606,77.597298
Avani Gardens bangalore,28-02-2020 19:50,0,0,1,0,0,12.876606,77.597298
Mahendra Aarna bangalore,28-02-2020 11:55,0,1,0,0,0,12.876606,77.597298
Habitat Iluminar bangalore,04-03-2020 20:00,0,0,1,0,0,12.8776451,77.597298
Sunil Orchid bangalore,05-03-2020 03:30,0,0,1,0,0,12.8776451,77.597305
Klassik Landmark bangalore,28-02-2020 13:00,0,0,1,0,0,12.8776451,77.597305
Chamundi Amber Woods bangalore,28-02-2020 22:10,0,1,0,0,0,12.8776451,77.597305
Gnana Bhoomi bangalore,04-03-2020 17:00,0,0,0,0,1,12.8776976,77.5976667
SNN Raj Lakeview bangalore,07-03-2020 12:50,1,0,0,0,0,12.8776976,77.5976667
Vaswani Walnut Creek bangalore,05-03-2020 12:10,1,0,0,0,0,12.8776976,77.5976667
Total Environment In That Quiet Earth bangalore,03-03-2020 20:05,1,0,0,0,0,12.8779199,77.597681
Brigade 7 Gardens bangalore,07-03-2020 18:00,0,0,1,0,0,12.8779199,77.597681
Legacy Saviero bangalore,28-02-2020 16:00,0,0,1,0,0,12.8779199,77.597681
Mana Candela bangalore,06-03-2020 20:30,0,0,1,0,0,12.8780046,77.597681
ARK Cloud City bangalore,06-03-2020 11:40,0,0,1,0,0,12.8780046,77.597681
Arge Urban Bloom bangalore,01-03-2020 14:30,1,0,0,0,0,12.8780046,77.597681
Prestige Royal Garden 2 bangalore,03-03-2020 03:15,0,1,0,0,0,12.8780046,77.597681
Purva Coronation Square bangalore,05-03-2020 13:30,0,0,1,0,0,12.8783657,77.597681
Peace Rhythm bangalore,03-03-2020 16:10,0,1,0,0,0,12.8783657,77.5979352
Arna Meadows bangalore,03-03-2020 16:10,0,1,0,0,0,12.8783657,77.5979352
Skanda Avani C99 bangalore,06-03-2020 20:30,0,0,1,0,0,12.8783657,77.5979352
Fire Luxur The Empyrean Phase II bangalore,28-02-2020 13:30,0,0,0,1,0,12.8784133,77.5979352
ASN Galaxy bangalore,07-03-2020 21:20,0,0,1,0,0,12.8784133,77.5981177
Aratt Cityscapes Villa bangalore,01-03-2020 12:00,1,0,0,0,0,12.8784133,77.5981177
Sashank Advaith bangalore,01-03-2020 12:05,1,0,0,0,0,12.8784133,77.5981177
Citrus Florence bangalore,01-03-2020 15:20,0,0,0,1,0,12.8784133,77.5981177
PSR Krish Kamal bangalore,05-03-2020 18:45,1,0,0,0,0,12.8784133,77.5984395
Trinco Nandanavana bangalore,03-03-2020 16:00,1,0,0,0,0,12.8784133,77.5984395
Purva Zenium bangalore,01-03-2020 15:30,0,0,0,1,0,12.8784133,77.5984395
Sipani Wattle Grove bangalore,28-02-2020 15:50,0,0,0,1,0,12.8784133,77.5984395
Global Golden Pearl bangalore,05-03-2020 07:30,0,1,0,0,0,12.8784133,77.5989777
NCN Platina bangalore,28-02-2020 19:30,0,1,0,0,0,12.8784133,77.5989777
Grand Gandharva bangalore,05-03-2020 19:45,1,0,0,0,0,12.878639,77.5989777
Brinda Imperial Phase I bangalore,28-02-2020 22:10,0,0,1,0,0,12.878639,77.5989777
VSR Rejoice bangalore,06-03-2020 21:15,0,0,1,0,0,12.878639,77.5989777
Patel Smondoville bangalore,28-02-2020 21:45,0,0,1,0,0,12.8787211,77.5989777
TooGoodHomes by Provident bangalore,03-03-2020 20:05,1,0,0,0,0,12.8787211,77.599514
Brigade Parkside East bangalore,28-02-2020 03:00,0,0,1,0,0,12.8787211,77.599514
RMZ Latitude bangalore,05-03-2020 14:25,0,1,0,0,0,12.8787211,77.599514
Prestige Park View bangalore,04-03-2020 23:05,0,0,1,0,0,12.878726,77.599514
Shriram Chirping Woods Apartment bangalore,28-02-2020 21:15,1,0,0,0,0,12.878726,77.599546
Saideep Hulas bangalore,03-03-2020 19:45,1,0,0,0,0,12.878726,77.599546
Thrive Muses Abode bangalore,01-03-2020 12:00,1,0,0,0,0,12.878726,77.599546
Celebrity Serenity bangalore,03-03-2020 21:20,0,0,1,0,0,12.8787673,77.599546
GAG Classic Amrutha bangalore,28-02-2020 15:40,0,0,1,0,0,12.8787673,77.5997916
RR Signature bangalore,04-03-2020 13:40,0,1,0,0,0,12.879664,77.5997916
Skylark Royaume bangalore,03-03-2020 03:15,0,1,0,0,0,12.879664,77.5997916
Brindavan Palms bangalore,28-02-2020 17:00,0,1,0,0,0,12.879664,77.5997916
VRR Nest bangalore,04-03-2020 13:30,0,0,1,0,0,12.879664,77.5997916
Sri Bhagwan Elite bangalore,07-03-2020 20:40,0,1,0,0,0,12.8800875,77.5997916
SNN Raj Serenity Phase II bangalore,28-02-2020 22:10,0,1,0,0,0,12.8800875,77.5997916
Shriram Greenfield Phase 2 bangalore,05-03-2020 23:00,0,0,1,0,0,12.8800875,77.5997916
Motzkin Park Terrace bangalore,05-03-2020 20:00,0,1,0,0,0,12.8800875,77.5998037
SVS Trend Square Precioso bangalore,07-03-2020 00:35,0,0,1,0,0,12.8803091,77.5998037
RMZ Latitude bangalore,04-03-2020 13:30,0,0,1,0,0,12.8803091,77.5998037
Godrej Platinum bangalore,01-03-2020 12:00,1,0,0,0,0,12.8803091,77.5998497
Trinco Nandanavana bangalore,07-03-2020 10:35,0,1,0,0,0,12.8803091,77.5998497
SNN Raj Lakeview bangalore,07-03-2020 13:00,0,0,1,0,0,12.8807869,77.5998497
Greenwood Regency bangalore,28-02-2020 10:15,0,1,0,0,0,12.8807869,77.5998497
Geown Oasis bangalore,06-03-2020 14:30,0,1,0,0,0,12.8807869,77.6011008
Mahaveer Turquoise bangalore,07-03-2020 12:10,0,1,0,0,0,12.8807869,77.6011008
Axis Antara bangalore,28-02-2020 22:10,0,1,0,0,0,12.8810058,77.6011008
SLV Diamond bangalore,28-02-2020 13:00,0,0,1,0,0,12.8810058,77.6011008
Total Environment Windmills Of Your Mind bangalore,07-03-2020 14:50,0,1,0,0,0,12.8810058,77.6014
Aryan Golden Arena bangalore,28-02-2020 00:00,1,0,0,0,0,12.8810346,77.6014
Purva Whitehall bangalore,28-02-2020 19:00,0,0,1,0,0,12.8810346,77.6014
Brigade Buena Vista Phase I bangalore,03-03-2020 12:50,0,1,0,0,0,12.8810346,77.6014
Aratt Premier bangalore,05-03-2020 06:15,0,1,0,0,0,12.8810346,77.601622
TATA The Promont bangalore,03-03-2020 16:00,1,0,0,0,0,12.8811223,77.601622
Odions The Woods of East Phase 1 bangalore,04-03-2020 21:30,0,1,0,0,0,12.8811223,77.601622
The County Address bangalore,05-03-2020 21:00,0,0,1,0,0,12.8811223,77.601622
ND Around The Mangoes bangalore,28-02-2020 20:30,0,0,1,0,0,12.8811223,77.6016927
Essem18 Poetree bangalore,05-03-2020 06:15,0,1,0,0,0,12.8816933,77.6016927
Banashree Arka Forest View bangalore,28-02-2020 00:00,1,0,0,0,0,12.8816933,77.6016927
Ozone Polestar bangalore,03-03-2020 14:10,0,0,0,1,0,12.8816933,77.6016927
V Venture Essence bangalore,28-02-2020 20:30,0,0,1,0,0,12.8816933,77.6019266
Assetz Lifestyle bangalore,07-03-2020 00:35,0,0,1,0,0,12.8818045,77.6019266
Gopalan Lake Front bangalore,06-03-2020 21:15,0,0,1,0,0,12.8818045,77.6019266
VBHC Vaibhava bangalore,05-03-2020 14:25,0,1,0,0,0,12.8818045,77.6019266
Sipani Bliss 2 bangalore,03-03-2020 11:20,0,1,0,0,0,12.8818045,77.6019266
Ajmera Nucleus bangalore,06-03-2020 15:30,0,0,1,0,0,12.8821041,77.6019266
G Corp The Icon Phase III bangalore,05-03-2020 14:00,0,1,0,0,0,12.8821041,77.6019266
Subhodaya Luxuria bangalore,04-03-2020 18:30,0,0,1,0,0,12.8821041,77.6019266
Atco Sapphire bangalore,05-03-2020 14:25,0,1,0,0,0,12.8821041,77.6019434
Prabhavathi Comforts bangalore,28-02-2020 19:45,1,0,0,0,0,12.8821041,77.6019434
DNR Atmosphere bangalore,28-02-2020 17:00,0,1,0,0,0,12.8821041,77.6019434
Bren Champions Square bangalore,07-03-2020 20:40,0,1,0,0,0,12.8821041,77.6019434
Sriven Rag Meridian bangalore,05-03-2020 19:10,1,0,0,0,0,12.8821041,77.6019434
Sobha Morzaria Grandeur bangalore,06-03-2020 14:30,0,1,0,0,0,12.8823501,77.6019434
Ruchira Aarna Homes bangalore,03-03-2020 04:10,0,0,1,0,0,12.8823501,77.6019434
Marvel Sequoia bangalore,06-03-2020 11:40,0,0,1,0,0,12.8823501,77.6019434
Unishire Belvedere Premia bangalore,04-03-2020 19:05,0,1,0,0,0,12.8825179,77.6019434
Prestige Sunrise Park Norwood bangalore,01-03-2020 18:35,1,0,0,0,0,12.8825179,77.6019434
Adithya Tranquil bangalore,01-03-2020 12:00,1,0,0,0,0,12.8825179,77.6019434
Marvel Sequoia bangalore,05-03-2020 19:30,0,0,1,0,0,12.8825179,77.6028616
Sumadhura Nandanam bangalore,05-03-2020 23:10,0,1,0,0,0,12.8826228,77.6028616
IDEB Springfields bangalore,28-02-2020 15:00,0,0,1,0,0,12.8826228,77.6028616
SKS Garden bangalore,06-03-2020 20:45,0,0,0,1,0,12.8826228,77.6028616
Desai Grandeur bangalore,01-03-2020 16:05,0,0,0,1,0,12.8826228,77.6030904
Park Cubix bangalore,28-02-2020 00:00,1,0,0,0,0,12.8827394,77.6030904
Amrutha Value bangalore,05-03-2020 06:15,0,1,0,0,0,12.8827394,77.6030904
Vivansaa Blessings bangalore,01-03-2020 00:55,0,1,0,0,0,12.8827394,77.6030904
Celebrity Serenity bangalore,01-03-2020 22:30,1,0,0,0,0,12.8830931,77.6030904
Ozone Evergreens bangalore,07-03-2020 14:50,0,1,0,0,0,12.8830931,77.6030904
DS Max Status bangalore,05-03-2020 06:15,0,1,0,0,0,12.8830931,77.6030904
Pioneer Sun Blossom bangalore,01-03-2020 22:30,1,0,0,0,0,12.8831728,77.6030904
Kumari Amaranthine bangalore,04-03-2020 21:00,0,1,0,0,0,12.8831728,77.6032484
Expart The Wisdom Tree bangalore,03-03-2020 15:30,1,0,0,0,0,12.8831728,77.6032484
DivyaSree 77 Place bangalore,28-02-2020 21:15,1,0,0,0,0,12.8831728,77.6032484
Gempark Address bangalore,28-02-2020 08:40,0,1,0,0,0,12.8840635,77.6032484
Sobha City Casa Paradiso bangalore,01-03-2020 22:35,0,1,0,0,0,12.8840635,77.603303
NYK Metro Urbano bangalore,05-03-2020 14:55,1,0,0,0,0,12.8840635,77.603303
Apex Crystal bangalore,28-02-2020 03:30,0,0,1,0,0,12.8840635,77.603303
Vajram Esteva bangalore,07-03-2020 21:10,0,0,1,0,0,12.8842757,77.603303
Rohan Jharoka bangalore,05-03-2020 14:00,0,1,0,0,0,12.8842757,77.6037801
V Venture Essence bangalore,03-03-2020 19:45,1,0,0,0,0,12.8842757,77.6037801
Definer Kingdom bangalore,05-03-2020 03:30,0,0,1,0,0,12.8842757,77.6037801
Richmond Lake View bangalore,28-02-2020 21:00,1,0,0,0,0,12.8847986,77.6037801
Godrej Reflections bangalore,28-02-2020 20:30,0,0,1,0,0,12.8847986,77.6038995
SLS Square bangalore,03-03-2020 22:50,0,0,1,0,0,12.8847986,77.6038995
Purva Skywood bangalore,03-03-2020 17:50,0,1,0,0,0,12.884808,77.6038995
Prestige Kenilworth bangalore,01-03-2020 15:35,0,1,0,0,0,12.884808,77.6038995
Ozone WF48 bangalore,07-03-2020 19:05,0,1,0,0,0,12.884808,77.6041391
Skanda Nirvana bangalore,01-03-2020 15:15,1,0,0,0,0,12.884808,77.6041391
Sobha Clovelly bangalore,05-03-2020 13:30,0,0,1,0,0,12.8848843,77.6041391
Sobha Lifestyle Legacy bangalore,28-02-2020 20:30,0,0,1,0,0,12.8848843,77.6041391
LGCL Pueblo bangalore,03-03-2020 22:50,0,1,0,0,0,12.8848843,77.6041391
Incor Carmel Heights bangalore,03-03-2020 17:50,0,1,0,0,0,12.8849319,77.6041391
Mantri Flora bangalore,28-02-2020 21:15,1,0,0,0,0,12.8849319,77.6041391
Raja Aristos bangalore,28-02-2020 17:00,0,1,0,0,0,12.8849319,77.604309
Dharanis Prakruthi Park bangalore,28-02-2020 00:00,1,0,0,0,0,12.8849319,77.604309
Esteem Emblem bangalore,06-03-2020 17:25,0,0,1,0,0,12.8849319,77.604309
Prestige Park Square bangalore,28-02-2020 12:00,1,0,0,0,0,12.8849319,77.604309
SV Lakshmi Nivas bangalore,06-03-2020 13:45,0,1,0,0,0,12.8849319,77.6045095
IDEB Springfields bangalore,06-03-2020 20:45,0,0,0,1,0,12.8853283,77.6045095
GRC Brundavan bangalore,03-03-2020 16:10,0,1,0,0,0,12.8853283,77.6045095
Karsten Palm Groves bangalore,28-02-2020 01:30,1,0,0,0,0,12.8853283,77.6045095
Mahaveer Tranquil bangalore,01-03-2020 12:20,0,1,0,0,0,12.8853283,77.6048938
Griha Unnathi bangalore,03-03-2020 14:10,0,0,0,1,0,12.8853283,77.6048938
SBI New Bangalore bangalore,28-02-2020 16:00,0,0,1,0,0,12.8853283,77.6048938
SS Vrudhi bangalore,28-02-2020 23:50,0,0,1,0,0,12.8853283,77.6048938
Ds Max Sherwood bangalore,01-03-2020 22:35,0,1,0,0,0,12.885663,77.6048938
Sona Grandeur bangalore,01-03-2020 19:50,0,0,0,1,0,12.885663,77.6048938
Reliaable Dollar Colony bangalore,03-03-2020 03:15,0,1,0,0,0,12.885663,77.6048938
Iconest 3 bangalore,28-02-2020 15:30,0,0,1,0,0,12.885663,77.6049617
Prestige Fontaine Bleau bangalore,03-03-2020 22:50,0,1,0,0,0,12.885729,77.6049617
Ezzy Corinth bangalore,03-03-2020 23:40,0,0,0,1,0,12.885729,77.6049617
Mahaveer Riviera bangalore,28-02-2020 00:00,1,0,0,0,0,12.885729,77.6056889
Shanders Dwellington bangalore,28-02-2020 10:15,0,1,0,0,0,12.885729,77.6056889
Peninsula Prakruthi bangalore,05-03-2020 23:10,0,1,0,0,0,12.88624,77.6056889
Trifecta Joli bangalore,03-01-2020 16:30,1,0,0,0,0,12.88624,77.6056889
Midwest Elita bangalore,05-03-2020 14:25,0,1,0,0,0,12.88624,77.6059904
Ajmera Green Acres bangalore,28-02-2020 14:10,0,0,1,0,0,12.88624,77.6059904
Purva Zenium bangalore,01-03-2020 16:40,1,0,0,0,0,12.88624,77.6059904
Mantri Alpyne bangalore,28-02-2020 08:40,0,1,0,0,0,12.88624,77.6059904
Godrej Air bangalore,01-03-2020 00:55,0,1,0,0,0,12.88624,77.6061279
Sumo Sonnet bangalore,28-02-2020 01:30,1,0,0,0,0,12.88624,77.6061279
Embassy Edge bangalore,01-03-2020 18:25,0,0,1,0,0,12.8864112,77.6061279
Supertech Micasa bangalore,7/3/2020 16.42 ,0,0,1,0,0,12.8864112,77.6061279
LVS Gardenia Phase 1 bangalore,01-03-2020 12:05,1,0,0,0,0,12.8864112,77.606235
Ozone Urbana bangalore,01-03-2020 16:20,0,1,0,0,0,12.8864112,77.606235
The Presidential Tower bangalore,07-03-2020 22:55,0,1,0,0,0,12.8864479,77.606235
MBR Suave bangalore,01-03-2020 01:45,1,0,0,0,0,12.8864479,77.606235
SVS Trend Square Precioso bangalore,03-03-2020 04:10,0,0,1,0,0,12.8864479,77.6062964
Purva Westend bangalore,01-03-2020 17:30,0,1,0,0,0,12.8864479,77.6062964
E Golden Abode bangalore,07-03-2020 17:00,0,0,1,0,0,12.8867375,77.6062964
Vertex Venezia bangalore,04-03-2020 09:00,0,0,1,0,0,12.8867375,77.6062964
SLV Diamond bangalore,28-02-2020 20:00,0,0,1,0,0,12.8867375,77.6064885
Garuda Vista bangalore,01-03-2020 11:45,0,0,1,0,0,12.8867375,77.6064885
Hiranandani Evita bangalore,07-03-2020 21:10,0,0,1,0,0,12.8869436,77.6064885
Godrej Eternity Life Plus bangalore,05-03-2020 14:55,1,0,0,0,0,12.8869436,77.6064885
Nitesh Rio bangalore,05-03-2020 13:15,0,0,1,0,0,12.8869436,77.6064885
MDVR Byrathi Residency bangalore,01-03-2020 22:30,1,0,0,0,0,12.8869436,77.6064885
Nakshatra Township bangalore,05-03-2020 00:45,0,0,1,0,0,12.8870631,77.6064885
Prestige Kensington Gardens bangalore,28-02-2020 20:30,0,0,1,0,0,12.8870631,77.6068838
Chamundi Amber Woods bangalore,04-03-2020 18:30,0,0,1,0,0,12.8870631,77.6068838
Prestige Spencer Heights bangalore,04-03-2020 21:00,0,1,0,0,0,12.8870631,77.6068838
Century Infiniti bangalore,01-03-2020 17:20,0,1,0,0,0,12.8870631,77.6068838
DLR Sabarmati Enclave bangalore,28-02-2020 03:30,0,0,1,0,0,12.8870631,77.6070356
Mantri Espana bangalore,05-03-2020 19:05,1,0,0,0,0,12.887104,77.6070356
Sobha Daffodil bangalore,28-02-2020 17:00,0,0,1,0,0,12.887104,77.6070356
Fortius Under The Sun bangalore,05-03-2020 14:00,0,1,0,0,0,12.887104,77.6070356
Kolte Patil I TOWERS Exente bangalore,01-03-2020 18:25,0,0,1,0,0,12.887104,77.6078187
DivyaSree 77 Place bangalore,03-03-2020 04:10,0,0,1,0,0,12.887104,77.6078187
SNN Raj GreenBay bangalore,28-02-2020 21:45,0,0,1,0,0,12.887104,77.6078187
Midtown Raaga bangalore,01-03-2020 14:30,1,0,0,0,0,12.887104,77.6079918
Unishire Spacio bangalore,01-03-2020 22:35,0,1,0,0,0,12.887104,77.6079918
M1 Terra Alegria bangalore,28-02-2020 19:05,0,0,1,0,0,12.8872949,77.6079918
CMRS Palm Hills bangalore,28-02-2020 15:50,0,0,1,0,0,12.8872949,77.6079918
JK Suchiraa Villas bangalore,04-03-2020 22:00,0,0,1,0,0,12.8872949,77.6080072
Mythri Arteor bangalore,05-03-2020 10:00,0,1,0,0,0,12.8872949,77.6080072
Canary Woods bangalore,28-02-2020 08:00,0,0,0,1,0,12.8874178,77.6080072
Subhams Antique City bangalore,05-03-2020 19:45,1,0,0,0,0,12.8874178,77.6080072
Pride Crosswinds Villa Plots bangalore,03-03-2020 16:00,1,0,0,0,0,12.8874178,77.6083714
Peninsula Heights bangalore,07-03-2020 12:50,1,0,0,0,0,12.8874178,77.6083714
Sai Vrushabadri Towers bangalore,03-03-2020 21:20,0,0,1,0,0,12.8874178,77.6083714
Balaji Ashirvaad Elite bangalore,28-02-2020 19:50,0,0,1,0,0,12.8874178,77.6083714
TATA The Promont bangalore,01-03-2020 15:30,0,0,0,1,0,12.8874178,77.6091061
UKN Esperanza bangalore,06-03-2020 13:45,0,1,0,0,0,12.8874178,77.6091061
Legacy Vivienda bangalore,05-03-2020 21:00,0,0,1,0,0,12.8874544,77.6091061
Salarpuria Sattva Cadenza bangalore,28-02-2020 22:00,0,0,0,1,0,12.8874544,77.6091061
Hiranandani Queensgate bangalore,03-03-2020 16:00,1,0,0,0,0,12.8874544,77.6093979
Rohan Jharoka bangalore,28-02-2020 19:45,0,0,0,1,0,12.8874544,77.6093979
Vaishnavi Oasis bangalore,01-03-2020 12:20,0,1,0,0,0,12.8877919,77.6093979
Sri Garnet Park bangalore,28-02-2020 19:30,0,1,0,0,0,12.8877919,77.6093979
Vishwapriya Vertical Garden bangalore,28-02-2020 19:05,0,0,1,0,0,12.8877919,77.6099162
Bavisha Urban Homes bangalore,06-03-2020 20:30,0,0,1,0,0,12.8877919,77.6099162
Axis Antara bangalore,28-02-2020 08:00,0,0,0,1,0,12.8878665,77.6099162
Fortius Under The Sun bangalore,28-02-2020 10:15,0,1,0,0,0,12.8878665,77.6099162
Bren Northern Lights bangalore,05-03-2020 19:10,1,0,0,0,0,12.8878665,77.6100293
Assetz Leaves & Lives bangalore,07-03-2020 00:35,0,0,1,0,0,12.8878665,77.6100293
The Presidential Tower bangalore,28-02-2020 20:00,0,0,1,0,0,12.8879764,77.6100293
Chaitrashree Royale bangalore,06-03-2020 01:35,0,0,1,0,0,12.8879764,77.6100293
Sobha Tulip bangalore,03-03-2020 19:45,1,0,0,0,0,12.8879764,77.6104505
Sona Vistaas bangalore,04-03-2020 09:00,0,0,1,0,0,12.8879764,77.6104505
Bijith Kripa bangalore,04-03-2020 21:30,0,1,0,0,0,12.8888172,77.6104505
Prestige Falcon City bangalore,03-03-2020 15:30,1,0,0,0,0,12.8888172,77.6104505
Spad Classic Nakshatra Nestilo bangalore,01-03-2020 19:50,0,0,0,1,0,12.8888172,77.6104792
BRR Sai Sankalp bangalore,28-02-2020 11:55,0,1,0,0,0,12.889441,77.6104792
Emmanuel Heights bangalore,05-03-2020 12:10,1,0,0,0,0,12.889441,77.6104792
Nitesh Forest Hills bangalore,07-03-2020 20:40,0,1,0,0,0,12.889441,77.6104792
Cattleya Sriven Nest bangalore,07-03-2020 12:10,0,1,0,0,0,12.889441,77.610831
Brigade Metropolis bangalore,05-03-2020 10:00,0,1,0,0,0,12.889868,77.610831
Sowmya Shailam bangalore,28-02-2020 23:00,0,0,1,0,0,12.889868,77.610831
Adonis Plots bangalore,01-03-2020 17:30,0,1,0,0,0,12.889868,77.6110659
Rsun Sushmitham bangalore,28-02-2020 10:30,0,1,0,0,0,12.889868,77.6110659
SMR Vinay Estella bangalore,01-03-2020 16:40,1,0,0,0,0,12.8904203,77.6110659
Icon Sanctuary bangalore,06-03-2020 10:10,0,0,1,0,0,12.8904203,77.6110659
Zonasha Elegance bangalore,04-03-2020 18:00,1,0,0,0,0,12.8904203,77.6119065
Countryside Raindance bangalore,01-03-2020 22:35,0,1,0,0,0,12.8904203,77.6119065
Desai Grandeur bangalore,07-03-2020 20:20,0,1,0,0,0,12.8904203,77.6119065
Concorde Tech Turf bangalore,06-03-2020 13:45,0,1,0,0,0,12.8904203,77.6119065
Maarq Vista bangalore,05-03-2020 03:30,0,0,1,0,0,12.8904203,77.6121874
Orbis BVS Avenues bangalore,28-02-2020 22:00,0,0,0,1,0,12.8904448,77.6121874
Prestige Park View bangalore,07-03-2020 18:00,0,0,1,0,0,12.8904448,77.6121874
DLF Woodland Heights bangalore,07-03-2020 19:05,0,1,0,0,0,12.8904448,77.6121874
The Manya Magna Ville bangalore,01-03-2020 14:30,1,0,0,0,0,12.8904448,77.612397
PSR Krish Kamal bangalore,28-02-2020 23:50,0,0,1,0,0,12.890488,77.612397
Sipani Wattle Grove bangalore,28-02-2020 10:15,0,1,0,0,0,12.890488,77.612397
SJR Residency bangalore,05-03-2020 14:00,0,1,0,0,0,12.890488,77.6124624
Century Indus Phase II bangalore,01-03-2020 14:30,1,0,0,0,0,12.890488,77.6124624
LGCL Pueblo bangalore,05-03-2020 07:30,0,1,0,0,0,12.8905902,77.6124624
Unicon North Brooks 46 bangalore,01-03-2020 22:30,1,0,0,0,0,12.8905902,77.6124624
Keerthi Royal Palms bangalore,07-03-2020 19:55,0,0,0,1,0,12.8905902,77.6127715
Evershine Greenwood bangalore,28-02-2020 00:00,1,0,0,0,0,12.8905902,77.6127715
Svamitva Sylvia CIty bangalore,06-03-2020 20:45,0,0,0,1,0,12.89072,77.6127715
Greystone Mirror On Water bangalore,28-02-2020 18:00,0,1,0,0,0,12.89072,77.6127715
Desai Grandeur bangalore,03-03-2020 20:10,1,0,0,0,0,12.89072,77.6137471
Ruchira Aarna Homes bangalore,28-02-2020 22:30,0,1,0,0,0,12.89072,77.6137471
VARS Parkwood bangalore,06-03-2020 17:25,0,0,1,0,0,12.8911424,77.6137471
MN Guru Gokulam bangalore,28-02-2020 15:00,0,0,1,0,0,12.8911424,77.6137471
Smart Homz Blue Bells bangalore,01-03-2020 15:25,0,1,0,0,0,12.8911424,77.613768
Pride Enchanta Phase II bangalore,01-03-2020 08:55,1,0,0,0,0,12.8911424,77.613768
Sobha HRC Pristine bangalore,05-03-2020 20:00,0,1,0,0,0,12.8911424,77.613768
Vivansaa Baalsam bangalore,01-03-2020 01:45,1,0,0,0,0,12.8911424,77.613768
Hiren High Cliff bangalore,05-03-2020 23:10,0,1,0,0,0,12.8911424,77.6139089
Sai Charan Hill View bangalore,03-03-2020 19:45,1,0,0,0,0,12.8911424,77.6139089
Esteem Emblem bangalore,28-02-2020 21:00,1,0,0,0,0,12.8912793,77.6139089
Ahad Euphoria bangalore,04-03-2020 18:30,0,0,1,0,0,12.8912793,77.6139089
Shri Balaji Sarovar bangalore,05-03-2020 13:30,0,0,1,0,0,12.8912793,77.6143312
Vedant Vayun bangalore,28-02-2020 22:00,0,0,1,0,0,12.8913922,77.6143312
Sumo Leaves bangalore,03-03-2020 22:50,0,0,1,0,0,12.8913922,77.6143312
Century Central bangalore,01-03-2020 18:35,0,0,1,0,0,12.8913922,77.6143312
Emmanuel Heights bangalore,03-01-2020 16:30,1,0,0,0,0,12.8913922,77.6146487
Aakruthi Aura bangalore,28-02-2020 21:45,0,0,1,0,0,12.8913922,77.6146487
Nitesh Rio bangalore,05-03-2020 19:10,1,0,0,0,0,12.8915171,77.6146487
Adarsh Palm Retreat bangalore,01-03-2020 18:35,0,0,1,0,0,12.8915171,77.6146487
The Manya Magna Ville bangalore,07-03-2020 20:40,0,1,0,0,0,12.8915171,77.615403
Sipani Santa Monica bangalore,03-03-2020 14:10,0,0,0,1,0,12.8915171,77.615403
Windsor Troika bangalore,28-02-2020 15:00,0,0,1,0,0,12.8917332,77.615403
Zonasha Paradiso bangalore,28-02-2020 22:00,0,0,1,0,0,12.8917332,77.615403
Axis Antara bangalore,04-03-2020 18:00,1,0,0,0,0,12.8917332,77.6158504
Raja Sannidhi bangalore,05-03-2020 18:15,0,0,1,0,0,12.8917332,77.6158504
Beverly Hills bangalore,07-03-2020 20:20,0,1,0,0,0,12.8917718,77.6158504
Godrej Eternity bangalore,05-03-2020 21:00,0,0,1,0,0,12.8917718,77.6158504
Shri Balaji Sarovar bangalore,03-03-2020 17:40,0,1,0,0,0,12.8917718,77.6158504
DSMAX STARRY bangalore,28-02-2020 13:30,0,0,0,1,0,12.8917718,77.6158504
Urban Eco Space bangalore,03-03-2020 22:50,0,0,1,0,0,12.891805,77.6158504
ND Around The Mangoes bangalore,28-02-2020 01:00,0,0,1,0,0,12.891805,77.6158504
SSVR Iris bangalore,28-02-2020 23:50,0,0,1,0,0,12.891805,77.6161294
Thrive Muses Abode bangalore,07-03-2020 14:00,1,0,0,0,0,12.891805,77.6161294
Sobha Daisy bangalore,04-03-2020 22:00,0,0,1,0,0,12.8919021,77.6161294
Golden Grand bangalore,05-03-2020 21:00,0,0,1,0,0,12.8919021,77.6161294
